127.0.0.1 - - [23/Nov/2015:09:20:05 -0500] "GET / HTTP/1.1" 404 1002
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:20:09 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp HTTP/1.1" 200 1161
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:20:09 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:20:09 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:20:09 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp HTTP/1.1" 200 1161
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:20:09 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:20:09 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:20:09 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp HTTP/1.1" 200 1161
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:20:09 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:20:09 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:20:09 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp HTTP/1.1" 200 1161
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:20:09 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:20:09 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:20:09 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp HTTP/1.1" 200 1161
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:20:09 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:20:09 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:20:11 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp?txtUsuario=&txtPassword=&btnRegistro= HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:20:11 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1876
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:09 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1876
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:09 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:09 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 200 5179
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:29 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1876
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:29 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:29 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:29 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1876
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:29 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:29 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:30 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1876
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:30 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:30 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:30 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1876
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:30 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:30 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:30 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1876
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:30 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:30 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:31 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1876
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:32 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:21:32 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:24:39 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1876
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:24:39 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 200 5177
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:24:39 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:25:16 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1870
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:25:16 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:25:16 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:26:46 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1832
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:26:46 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:26:46 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:24 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 2049
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:24 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:24 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:33 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 2049
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:33 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:33 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:44 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp HTTP/1.1" 200 1161
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:44 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:44 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:44 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp HTTP/1.1" 200 1161
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:44 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:44 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:44 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp HTTP/1.1" 200 1161
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:44 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:44 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:45 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp HTTP/1.1" 200 1161
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:45 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:45 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:49 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp?txtUsuario=&txtPassword=&btnRegistro= HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:28:49 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 2049
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:29:41 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp HTTP/1.1" 200 1161
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:29:41 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:29:41 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:29:42 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp HTTP/1.1" 200 1161
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:29:42 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:29:42 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:29:44 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp?txtUsuario=&txtPassword=&btnRegistro= HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:29:44 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1864
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:30:16 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1873
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:30:16 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:30:16 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:31:13 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1853
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:31:13 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:31:13 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:31:54 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1863
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:31:54 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:31:54 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:31:55 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1863
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:31:55 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:31:55 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:33:17 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp HTTP/1.1" 200 1161
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:33:17 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 200 5479
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:33:17 -0500] "GET /favicon.ico HTTP/1.1" 404 1024
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:33:22 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp?txtUsuario=&txtPassword=&btnRegistro= HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:33:22 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1863
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:33:22 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:34:06 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp HTTP/1.1" 200 1161
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:34:06 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:34:06 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:34:06 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp HTTP/1.1" 200 1161
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:34:06 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:34:06 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:34:09 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp?txtUsuario=dfd&txtPassword=&btnIngresar= HTTP/1.1" 200 1059
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:34:47 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp HTTP/1.1" 200 1161
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:34:47 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 200 5408
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:34:47 -0500] "GET /favicon.ico HTTP/1.1" 404 1024
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:34:52 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp?txtUsuario=&txtPassword=&btnRegistro= HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:34:52 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1863
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:34:52 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:14 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1863
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:14 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:14 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:14 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1863
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:14 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:14 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:14 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1863
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:14 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:14 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:29 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp?txtUsuario=&txtPassword=&btnIngresar= HTTP/1.1" 200 1058
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:30 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:32 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp?txtUsuario=&txtPassword=&btnIngresar= HTTP/1.1" 200 1058
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:33 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp?txtUsuario=&txtPassword=&btnIngresar= HTTP/1.1" 200 1058
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:38 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp?txtUsuario=&txtPassword=rr&btnIngresar= HTTP/1.1" 200 1058
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:43 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp?txtUsuario=hruiz&txtPassword=123&btnIngresar= HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:43 -0500] "GET /PROYECTO_LP2/frmBienvenidaCliente.jsp HTTP/1.1" 200 8029
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:43 -0500] "GET /PROYECTO_LP2/images/prev-next.jpg HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:46 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp HTTP/1.1" 200 1161
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:46 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:51 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp HTTP/1.1" 200 1161
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:51 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:51 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:37:54 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp?txtUsuario=fee&txtPassword=&btnIngresar= HTTP/1.1" 200 1059
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:38:00 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp?txtUsuario=fee&txtPassword=efe&btnIngresar= HTTP/1.1" 200 1058
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:38:01 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp?txtUsuario=&txtPassword=&btnIngresar= HTTP/1.1" 200 1058
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:38:01 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp?txtUsuario=&txtPassword=&btnIngresar= HTTP/1.1" 200 1058
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:38:03 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp?txtUsuario=&txtPassword=&btnIngresar= HTTP/1.1" 200 1058
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:38:06 -0500] "GET /PROYECTO_LP2/frmLoginCliente.jsp?txtUsuario=&txtPassword=&btnRegistro= HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:38:06 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1863
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:39 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1816
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:39 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:39 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:41 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1816
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:41 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:41 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:41 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1816
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:41 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:41 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:42 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1816
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:42 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:42 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:42 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1816
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:42 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:42 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:42 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1816
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:42 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:42 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:42 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1816
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:42 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:42 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:42 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1816
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:42 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:40:42 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:41:04 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1842
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:41:04 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:41:04 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:41:20 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1863
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:41:20 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:41:20 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:43:49 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1833
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:43:49 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:43:49 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:43:50 -0500] "GET /PROYECTO_LP2/frmRegistroCliente.jsp HTTP/1.1" 200 1833
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:43:50 -0500] "GET /PROYECTO_LP2/Boostrap/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:10:43:50 -0500] "GET /PROYECTO_LP2/Boostrap/css/style.css HTTP/1.1" 304 -
